world,regionx,regionz,chunkx,chunkz,timeinhabited_ticks,lastupdate_ticks,surface_y,biome_id,is_spawn,dominant_stone,has_lorestone_influence,has_witherstone_influence
minecraft:overworld,-5,0,-158,22,7290,null,,,0,,0,0
minecraft:overworld,-5,0,-158,23,9863,null,,,0,,0,0
minecraft:overworld,-5,0,-158,24,18005,null,,,0,,0,0
minecraft:overworld,-5,0,-158,25,8706,null,,,0,,0,0
minecraft:overworld,-5,0,-158,26,4345,null,,,0,,0,0
minecraft:overworld,-5,0,-158,27,3854,null,,,0,,0,0
minecraft:overworld,-5,0,-158,28,2665,null,,,0,,0,0
minecraft:overworld,-5,0,-158,29,605,null,,,0,,0,0
minecraft:overworld,-5,0,-158,30,2709,null,,,0,,0,0
minecraft:overworld,-5,0,-158,31,2791,null,,,0,,0,0
minecraft:overworld,-5,0,-157,22,20966,null,,,0,,0,0
minecraft:overworld,-5,0,-157,23,8802,null,,,0,,0,0
minecraft:overworld,-5,0,-157,24,10200,null,,,0,,0,0
minecraft:overworld,-5,0,-157,25,8780,null,,,0,,0,0
minecraft:overworld,-5,0,-157,26,3949,null,,,0,,0,0
minecraft:overworld,-5,0,-157,27,3917,null,,,0,,0,0
minecraft:overworld,-5,0,-157,28,841,null,,,0,,0,0
minecraft:overworld,-5,0,-157,29,628,null,,,0,,0,0
minecraft:overworld,-5,0,-157,30,2279,null,,,0,,0,0
minecraft:overworld,-5,0,-157,31,14429,null,,,0,,0,0
minecraft:overworld,-5,0,-156,22,21079,null,,,0,,0,0
minecraft:overworld,-5,0,-156,23,1302,null,,,0,,0,0
minecraft:overworld,-5,0,-156,24,1324,null,,,0,,0,0
minecraft:overworld,-5,0,-156,25,1137,null,,,0,,0,0
minecraft:overworld,-5,0,-156,26,604,null,,,0,,0,0
minecraft:overworld,-5,0,-156,27,29511,null,,,0,,0,0
minecraft:overworld,-5,0,-156,28,822,null,,,0,,0,0
minecraft:overworld,-5,0,-156,29,2044,null,,,0,,0,0
minecraft:overworld,-5,0,-156,30,1621,null,,,0,,0,0
minecraft:overworld,-5,0,-156,31,13251,null,,,0,,0,0
minecraft:overworld,-5,0,-155,22,45955,null,,,0,,0,0
minecraft:overworld,-5,0,-155,23,17106,null,,,0,,0,0
minecraft:overworld,-5,0,-155,24,16370,null,,,0,,0,0
minecraft:overworld,-5,0,-155,25,619,null,,,0,,0,0
minecraft:overworld,-5,0,-155,26,606,null,,,0,,0,0
minecraft:overworld,-5,0,-155,27,28844,null,,,0,,0,0
minecraft:overworld,-5,0,-155,28,1580,null,,,0,,0,0
minecraft:overworld,-5,0,-155,29,664,null,,,0,,0,0
minecraft:overworld,-5,0,-155,30,650,null,,,0,,0,0
minecraft:overworld,-5,0,-155,31,13857,null,,,0,,0,0
minecraft:overworld,-5,0,-154,22,4271,null,,,0,,0,0
minecraft:overworld,-5,0,-154,23,754,null,,,0,,0,0
minecraft:overworld,-5,0,-154,24,633,null,,,0,,0,0
minecraft:overworld,-5,0,-154,25,638,null,,,0,,0,0
minecraft:overworld,-5,0,-154,26,625,null,,,0,,0,0
minecraft:overworld,-5,0,-154,27,615,null,,,0,,0,0
minecraft:overworld,-5,0,-154,28,793,null,,,0,,0,0
minecraft:overworld,-5,0,-154,29,655,null,,,0,,0,0
minecraft:overworld,-5,0,-154,30,637,null,,,0,,0,0
minecraft:overworld,-5,0,-154,31,12731,null,,,0,,0,0
minecraft:overworld,-5,0,-153,22,4294,null,,,0,,0,0
minecraft:overworld,-5,0,-153,23,755,null,,,0,,0,0
minecraft:overworld,-5,0,-153,24,718,null,,,0,,0,0
minecraft:overworld,-5,0,-153,25,636,null,,,0,,0,0
minecraft:overworld,-5,0,-153,26,623,null,,,0,,0,0
minecraft:overworld,-5,0,-153,27,614,null,,,0,,0,0
minecraft:overworld,-5,0,-153,28,763,null,,,0,,0,0
minecraft:overworld,-5,0,-153,29,666,null,,,0,,0,0
minecraft:overworld,-5,0,-153,30,722,null,,,0,,0,0
minecraft:overworld,-5,0,-153,31,10955,null,,,0,,0,0
minecraft:overworld,-5,0,-152,22,4161,null,,,0,,0,0
minecraft:overworld,-5,0,-152,23,813,null,,,0,,0,0
minecraft:overworld,-5,0,-152,24,725,null,,,0,,0,0
minecraft:overworld,-5,0,-152,25,2137,null,,,0,,0,0
minecraft:overworld,-5,0,-152,26,588,null,,,0,,0,0
minecraft:overworld,-5,0,-152,27,895,null,,,0,,0,0
minecraft:overworld,-5,0,-152,28,952,null,,,0,,0,0
minecraft:overworld,-5,0,-152,29,603,null,,,0,,0,0
minecraft:overworld,-5,0,-152,30,11140,null,,,0,,0,0
minecraft:overworld,-5,0,-152,31,891,null,,,0,,0,0
minecraft:overworld,-5,0,-151,22,2402,null,,,0,,0,0
minecraft:overworld,-5,0,-151,23,838,null,,,0,,0,0
minecraft:overworld,-5,0,-151,24,735,null,,,0,,0,0
minecraft:overworld,-5,0,-151,25,577,null,,,0,,0,0
minecraft:overworld,-5,0,-151,26,583,null,,,0,,0,0
minecraft:overworld,-5,0,-151,27,1503,null,,,0,,0,0
minecraft:overworld,-5,0,-151,28,1597,null,,,0,,0,0
minecraft:overworld,-5,0,-151,29,464,null,,,0,,0,0
minecraft:overworld,-5,0,-151,30,4436,null,,,0,,0,0
minecraft:overworld,-5,0,-151,31,4431,null,,,0,,0,0
minecraft:overworld,-5,0,-150,22,1645,null,,,0,,0,0
minecraft:overworld,-5,0,-150,23,23326,null,,,0,,0,0
minecraft:overworld,-5,0,-150,24,8553,null,,,0,,0,0
minecraft:overworld,-5,0,-150,25,579,null,,,0,,0,0
minecraft:overworld,-5,0,-150,26,606,null,,,0,,0,0
minecraft:overworld,-5,0,-150,27,476,null,,,0,,0,0
minecraft:overworld,-5,0,-150,28,718,null,,,0,,0,0
minecraft:overworld,-5,0,-150,29,333,null,,,0,,0,0
minecraft:overworld,-5,0,-150,30,2841,null,,,0,,0,0
minecraft:overworld,-5,0,-150,31,3519,null,,,0,,0,0
minecraft:overworld,-5,0,-149,22,687,null,,,0,,0,0
minecraft:overworld,-5,0,-149,23,8047,null,,,0,,0,0
minecraft:overworld,-5,0,-149,24,6853,null,,,0,,0,0
minecraft:overworld,-5,0,-149,25,505,null,,,0,,0,0
minecraft:overworld,-5,0,-149,26,2829,null,,,0,,0,0
minecraft:overworld,-5,0,-149,27,450,null,,,0,,0,0
minecraft:overworld,-5,0,-149,28,22820,null,,,0,,0,0
minecraft:overworld,-5,0,-149,29,288,null,,,0,,0,0
minecraft:overworld,-5,0,-149,30,268,null,,,0,,0,0
minecraft:overworld,-5,0,-149,31,216,null,,,0,,0,0
minecraft:overworld,-5,0,-148,22,1580,null,,,0,,0,0
minecraft:overworld,-5,0,-148,23,656,null,,,0,,0,0
minecraft:overworld,-5,0,-148,24,641,null,,,0,,0,0
minecraft:overworld,-5,0,-148,25,438,null,,,0,,0,0
minecraft:overworld,-5,0,-148,26,372,null,,,0,,0,0
minecraft:overworld,-5,0,-148,27,965,null,,,0,,0,0
minecraft:overworld,-5,0,-148,28,243,null,,,0,,0,0
minecraft:overworld,-5,0,-148,29,12121,null,,,0,,0,0
minecraft:overworld,-5,0,-148,30,11637,null,,,0,,0,0
minecraft:overworld,-5,0,-148,31,167,null,,,0,,0,0
minecraft:overworld,-5,0,-147,22,1412,null,,,0,,0,0
minecraft:overworld,-5,0,-147,23,617,null,,,0,,0,0
minecraft:overworld,-5,0,-147,24,595,null,,,0,,0,0
minecraft:overworld,-5,0,-147,25,350,null,,,0,,0,0
minecraft:overworld,-5,0,-147,26,2678,null,,,0,,0,0
minecraft:overworld,-5,0,-147,27,2413,null,,,0,,0,0
minecraft:overworld,-5,0,-147,28,16179,null,,,0,,0,0
minecraft:overworld,-5,0,-147,29,20968,null,,,0,,0,0
minecraft:overworld,-5,0,-147,30,11060,null,,,0,,0,0
minecraft:overworld,-5,0,-147,31,136,null,,,0,,0,0
minecraft:overworld,-5,0,-146,22,10454,null,,,0,,0,0
minecraft:overworld,-5,0,-146,23,562,null,,,0,,0,0
minecraft:overworld,-5,0,-146,24,536,null,,,0,,0,0
minecraft:overworld,-5,0,-146,25,213,null,,,0,,0,0
minecraft:overworld,-5,0,-146,26,2658,null,,,0,,0,0
minecraft:overworld,-5,0,-146,27,3803,null,,,0,,0,0
minecraft:overworld,-5,0,-146,28,15445,null,,,0,,0,0
minecraft:overworld,-5,0,-146,29,15376,null,,,0,,0,0
minecraft:overworld,-5,0,-146,30,113,null,,,0,,0,0
minecraft:overworld,-5,0,-146,31,1431,null,,,0,,0,0
minecraft:overworld,-5,0,-145,22,20898,null,,,0,,0,0
minecraft:overworld,-5,0,-145,23,31147,null,,,0,,0,0
minecraft:overworld,-5,0,-145,24,472,null,,,0,,0,0
minecraft:overworld,-5,0,-145,25,1048,null,,,0,,0,0
minecraft:overworld,-5,0,-145,26,1221,null,,,0,,0,0
minecraft:overworld,-5,0,-145,27,1806,null,,,0,,0,0
minecraft:overworld,-5,0,-145,28,2925,null,,,0,,0,0
minecraft:overworld,-5,0,-145,29,7420,null,,,0,,0,0
minecraft:overworld,-5,0,-145,30,82,null,,,0,,0,0
minecraft:overworld,-5,0,-145,31,1354,null,,,0,,0,0
minecraft:overworld,-5,0,-144,22,16914,null,,,0,,0,0
minecraft:overworld,-5,0,-144,23,30101,null,,,0,,0,0
minecraft:overworld,-5,0,-144,24,421,null,,,0,,0,0
minecraft:overworld,-5,0,-144,25,1053,null,,,0,,0,0
minecraft:overworld,-5,0,-144,26,145,null,,,0,,0,0
minecraft:overworld,-5,0,-144,27,479,null,,,0,,0,0
minecraft:overworld,-5,0,-144,28,369,null,,,0,,0,0
minecraft:overworld,-5,0,-144,29,1412,null,,,0,,0,0
minecraft:overworld,-5,0,-144,30,1333,null,,,0,,0,0
minecraft:overworld,-5,0,-144,31,1243,null,,,0,,0,0
minecraft:overworld,-5,0,-143,22,382,null,,,0,,0,0
minecraft:overworld,-5,0,-143,23,343,null,,,0,,0,0
minecraft:overworld,-5,0,-143,24,2010,null,,,0,,0,0
minecraft:overworld,-5,0,-143,25,1024,null,,,0,,0,0
minecraft:overworld,-5,0,-143,26,113,null,,,0,,0,0
minecraft:overworld,-5,0,-143,27,68,null,,,0,,0,0
minecraft:overworld,-5,0,-143,28,37,null,,,0,,0,0
minecraft:overworld,-5,0,-143,29,1343,null,,,0,,0,0
minecraft:overworld,-5,0,-143,30,1341,null,,,0,,0,0
minecraft:overworld,-5,0,-143,31,231,null,,,0,,0,0
minecraft:overworld,-5,0,-142,22,325,null,,,0,,0,0
minecraft:overworld,-5,0,-142,23,295,null,,,0,,0,0
minecraft:overworld,-5,0,-142,24,13341,null,,,0,,0,0
minecraft:overworld,-5,0,-142,25,9378,null,,,0,,0,0
minecraft:overworld,-5,0,-142,26,19210,null,,,0,,0,0
minecraft:overworld,-5,0,-142,27,242,null,,,0,,0,0
minecraft:overworld,-5,0,-142,28,255,null,,,0,,0,0
minecraft:overworld,-5,0,-142,29,23070,null,,,0,,0,0
minecraft:overworld,-5,0,-142,30,24389,null,,,0,,0,0
minecraft:overworld,-5,0,-142,31,173,null,,,0,,0,0
minecraft:overworld,-5,0,-141,22,211,null,,,0,,0,0
minecraft:overworld,-5,0,-141,23,22276,null,,,0,,0,0
minecraft:overworld,-5,0,-141,24,19432,null,,,0,,0,0
minecraft:overworld,-5,0,-141,25,27786,null,,,0,,0,0
minecraft:overworld,-5,0,-141,26,26828,null,,,0,,0,0
minecraft:overworld,-5,0,-141,27,7069,null,,,0,,0,0
minecraft:overworld,-5,0,-141,28,207,null,,,0,,0,0
minecraft:overworld,-5,0,-141,29,15420,null,,,0,,0,0
minecraft:overworld,-5,0,-141,30,13507,null,,,0,,0,0
minecraft:overworld,-5,0,-141,31,40347,null,,,0,,0,0
minecraft:overworld,-5,0,-140,22,193,null,,,0,,0,0
minecraft:overworld,-5,0,-140,23,13372,null,,,0,,0,0
minecraft:overworld,-5,0,-140,24,21918,null,,,0,,0,0
minecraft:overworld,-5,0,-140,25,23517,null,,,0,,0,0
minecraft:overworld,-5,0,-140,26,31026,null,,,0,,0,0
minecraft:overworld,-5,0,-140,27,18967,null,,,0,,0,0
minecraft:overworld,-5,0,-140,28,202,null,,,0,,0,0
minecraft:overworld,-5,0,-140,29,182,null,,,0,,0,0
minecraft:overworld,-5,0,-140,30,167,null,,,0,,0,0
minecraft:overworld,-5,0,-140,31,42111,null,,,0,,0,0
minecraft:overworld,-5,1,-160,32,5369,null,,,0,,0,0
minecraft:overworld,-5,1,-160,33,1667,null,,,0,,0,0
minecraft:overworld,-5,1,-160,34,12135,null,,,0,,0,0
minecraft:overworld,-5,1,-160,35,88588,null,,,0,,0,0
minecraft:overworld,-5,1,-160,36,659753,null,,,0,,0,0
minecraft:overworld,-5,1,-160,37,481901,null,,,0,,0,0
minecraft:overworld,-5,1,-160,38,1336337,null,,,0,,0,0
minecraft:overworld,-5,1,-160,39,1278193,null,,,0,,0,0
minecraft:overworld,-5,1,-160,40,1962320,null,,,0,,0,0
minecraft:overworld,-5,1,-160,41,3598487,null,,,0,,0,0
minecraft:overworld,-5,1,-160,42,4653673,null,,,0,,0,0
minecraft:overworld,-5,1,-160,43,6542304,null,,,0,,0,0
minecraft:overworld,-5,1,-160,44,4238792,null,,,0,,0,0
minecraft:overworld,-5,1,-160,45,3131803,null,,,0,,0,0
minecraft:overworld,-5,1,-160,46,6556411,null,,,0,,0,0
minecraft:overworld,-5,1,-160,47,8030331,null,,,0,,0,0
minecraft:overworld,-5,1,-160,48,7419362,null,,,0,,0,0
minecraft:overworld,-5,1,-160,49,6120874,null,,,0,,0,0
minecraft:overworld,-5,1,-160,50,5432665,null,,,0,,0,0
minecraft:overworld,-5,1,-160,51,2746749,null,,,0,,0,0
minecraft:overworld,-5,1,-160,52,5203857,null,,,0,,0,0
minecraft:overworld,-5,1,-160,53,3853008,null,,,0,,0,0
minecraft:overworld,-5,1,-160,54,2373305,null,,,0,,0,0
minecraft:overworld,-5,1,-160,55,1173051,null,,,0,,0,0
minecraft:overworld,-5,1,-160,56,678400,null,,,0,,0,0
minecraft:overworld,-5,1,-160,57,464082,null,,,0,,0,0
minecraft:overworld,-5,1,-160,58,580859,null,,,0,,0,0
minecraft:overworld,-5,1,-160,59,2381,null,,,0,,0,0
minecraft:overworld,-5,1,-160,60,247323,null,,,0,,0,0
minecraft:overworld,-5,1,-160,61,138877,null,,,0,,0,0
minecraft:overworld,-5,1,-160,62,125058,null,,,0,,0,0
minecraft:overworld,-5,1,-159,32,6660,null,,,0,,0,0
minecraft:overworld,-5,1,-159,33,8961,null,,,0,,0,0
minecraft:overworld,-5,1,-159,34,26603,null,,,0,,0,0
minecraft:overworld,-5,1,-159,35,511230,null,,,0,,0,0
minecraft:overworld,-5,1,-159,36,773713,null,,,0,,0,0
minecraft:overworld,-5,1,-159,37,804913,null,,,0,,0,0
minecraft:overworld,-5,1,-159,38,829275,null,,,0,,0,0
minecraft:overworld,-5,1,-159,39,1229166,null,,,0,,0,0
minecraft:overworld,-5,1,-159,40,1200570,null,,,0,,0,0
minecraft:overworld,-5,1,-159,41,2372727,null,,,0,,0,0
minecraft:overworld,-5,1,-159,42,5594220,null,,,0,,0,0
minecraft:overworld,-5,1,-159,43,4865742,null,,,0,,0,0
minecraft:overworld,-5,1,-159,44,4570158,null,,,0,,0,0
minecraft:overworld,-5,1,-159,45,5489579,null,,,0,,0,0
minecraft:overworld,-5,1,-159,46,7113104,null,,,0,,0,0
minecraft:overworld,-5,1,-159,47,7328611,null,,,0,,0,0
minecraft:overworld,-5,1,-159,48,5174858,null,,,0,,0,0
minecraft:overworld,-5,1,-159,49,6219798,null,,,0,,0,0
minecraft:overworld,-5,1,-159,50,2770548,null,,,0,,0,0
minecraft:overworld,-5,1,-159,51,1981631,null,,,0,,0,0
minecraft:overworld,-5,1,-159,52,4525337,null,,,0,,0,0
minecraft:overworld,-5,1,-159,53,3639326,null,,,0,,0,0
minecraft:overworld,-5,1,-159,54,3966433,null,,,0,,0,0
minecraft:overworld,-5,1,-159,55,3714273,null,,,0,,0,0
minecraft:overworld,-5,1,-159,56,632606,null,,,0,,0,0
minecraft:overworld,-5,1,-159,57,773424,null,,,0,,0,0
minecraft:overworld,-5,1,-159,58,753979,null,,,0,,0,0
minecraft:overworld,-5,1,-159,59,10852,null,,,0,,0,0
minecraft:overworld,-5,1,-159,60,247268,null,,,0,,0,0
minecraft:overworld,-5,1,-159,61,2347,null,,,0,,0,0
minecraft:overworld,-5,1,-159,62,566,null,,,0,,0,0
minecraft:overworld,-5,1,-158,32,88643,null,,,0,,0,0
minecraft:overworld,-5,1,-158,33,100828,null,,,0,,0,0
minecraft:overworld,-5,1,-158,34,24856,null,,,0,,0,0
minecraft:overworld,-5,1,-158,35,674742,null,,,0,,0,0
minecraft:overworld,-5,1,-158,36,837164,null,,,0,,0,0
minecraft:overworld,-5,1,-158,37,784941,null,,,0,,0,0
minecraft:overworld,-5,1,-158,38,1101249,null,,,0,,0,0
minecraft:overworld,-5,1,-158,39,756609,null,,,0,,0,0
minecraft:overworld,-5,1,-158,40,1284096,null,,,0,,0,0
minecraft:overworld,-5,1,-158,41,692243,null,,,0,,0,0
minecraft:overworld,-5,1,-158,42,3314440,null,,,0,,0,0
minecraft:overworld,-5,1,-158,43,4907411,null,,,0,,0,0
minecraft:overworld,-5,1,-158,44,3452090,null,,,0,,0,0
minecraft:overworld,-5,1,-158,45,4682930,null,,,0,,0,0
minecraft:overworld,-5,1,-158,46,2612300,null,,,0,,0,0
minecraft:overworld,-5,1,-158,47,3111880,null,,,0,,0,0
minecraft:overworld,-5,1,-158,48,5743296,null,,,0,,0,0
minecraft:overworld,-5,1,-158,49,5247913,null,,,0,,0,0
minecraft:overworld,-5,1,-158,50,4510778,null,,,0,,0,0
minecraft:overworld,-5,1,-158,51,3876295,null,,,0,,0,0
minecraft:overworld,-5,1,-158,52,3432205,null,,,0,,0,0
minecraft:overworld,-5,1,-158,53,3859395,null,,,0,,0,0
minecraft:overworld,-5,1,-158,54,1813181,null,,,0,,0,0
minecraft:overworld,-5,1,-158,55,1200065,null,,,0,,0,0
minecraft:overworld,-5,1,-158,56,1056871,null,,,0,,0,0
minecraft:overworld,-5,1,-158,57,746058,null,,,0,,0,0
minecraft:overworld,-5,1,-158,58,517891,null,,,0,,0,0
minecraft:overworld,-5,1,-158,59,88555,null,,,0,,0,0
minecraft:overworld,-5,1,-158,60,245246,null,,,0,,0,0
minecraft:overworld,-5,1,-158,61,642,null,,,0,,0,0
minecraft:overworld,-5,1,-158,62,633,null,,,0,,0,0
minecraft:overworld,-5,1,-157,32,12276,null,,,0,,0,0
minecraft:overworld,-5,1,-157,33,618,null,,,0,,0,0
minecraft:overworld,-5,1,-157,34,684,null,,,0,,0,0
minecraft:overworld,-5,1,-157,35,312191,null,,,0,,0,0
minecraft:overworld,-5,1,-157,36,587124,null,,,0,,0,0
minecraft:overworld,-5,1,-157,37,1052683,null,,,0,,0,0
minecraft:overworld,-5,1,-157,38,1068681,null,,,0,,0,0
minecraft:overworld,-5,1,-157,39,428511,null,,,0,,0,0
minecraft:overworld,-5,1,-157,40,17849,null,,,0,,0,0
minecraft:overworld,-5,1,-157,41,834312,null,,,0,,0,0
minecraft:overworld,-5,1,-157,42,1261593,null,,,0,,0,0
minecraft:overworld,-5,1,-157,43,1843605,null,,,0,,0,0
minecraft:overworld,-5,1,-157,44,1940307,null,,,0,,0,0
minecraft:overworld,-5,1,-157,45,2210733,null,,,0,,0,0
minecraft:overworld,-5,1,-157,46,1932330,null,,,0,,0,0
minecraft:overworld,-5,1,-157,47,2131394,null,,,0,,0,0
minecraft:overworld,-5,1,-157,48,3544402,null,,,0,,0,0
minecraft:overworld,-5,1,-157,49,4340195,null,,,0,,0,0
minecraft:overworld,-5,1,-157,50,4540277,null,,,0,,0,0
minecraft:overworld,-5,1,-157,51,4595307,null,,,0,,0,0
minecraft:overworld,-5,1,-157,52,3959982,null,,,0,,0,0
minecraft:overworld,-5,1,-157,53,4041720,null,,,0,,0,0
minecraft:overworld,-5,1,-157,54,2030951,null,,,0,,0,0
minecraft:overworld,-5,1,-157,55,1709803,null,,,0,,0,0
minecraft:overworld,-5,1,-157,56,1308394,null,,,0,,0,0
minecraft:overworld,-5,1,-157,57,918529,null,,,0,,0,0
minecraft:overworld,-5,1,-157,58,1931086,null,,,0,,0,0
minecraft:overworld,-5,1,-157,59,1640676,null,,,0,,0,0
minecraft:overworld,-5,1,-157,60,238721,null,,,0,,0,0
minecraft:overworld,-5,1,-157,61,640,null,,,0,,0,0
minecraft:overworld,-5,1,-157,62,617,null,,,0,,0,0
minecraft:overworld,-5,1,-156,32,2259,null,,,0,,0,0
minecraft:overworld,-5,1,-156,33,884,null,,,0,,0,0
minecraft:overworld,-5,1,-156,34,1781,null,,,0,,0,0
minecraft:overworld,-5,1,-156,35,36491,null,,,0,,0,0
minecraft:overworld,-5,1,-156,36,256861,null,,,0,,0,0
minecraft:overworld,-5,1,-156,37,861784,null,,,0,,0,0
minecraft:overworld,-5,1,-156,38,709600,null,,,0,,0,0
minecraft:overworld,-5,1,-156,39,227239,null,,,0,,0,0
minecraft:overworld,-5,1,-156,40,18239,null,,,0,,0,0
minecraft:overworld,-5,1,-156,41,765230,null,,,0,,0,0
minecraft:overworld,-5,1,-156,42,832102,null,,,0,,0,0
minecraft:overworld,-5,1,-156,43,4507075,null,,,0,,0,0
minecraft:overworld,-5,1,-156,44,1725245,null,,,0,,0,0
minecraft:overworld,-5,1,-156,45,1775817,null,,,0,,0,0
minecraft:overworld,-5,1,-156,46,760025,null,,,0,,0,0
minecraft:overworld,-5,1,-156,47,734793,null,,,0,,0,0
minecraft:overworld,-5,1,-156,48,2411498,null,,,0,,0,0
minecraft:overworld,-5,1,-156,49,3153144,null,,,0,,0,0
minecraft:overworld,-5,1,-156,50,4923275,null,,,0,,0,0
minecraft:overworld,-5,1,-156,51,4422063,null,,,0,,0,0
minecraft:overworld,-5,1,-156,52,4769845,null,,,0,,0,0
minecraft:overworld,-5,1,-156,53,4328650,null,,,0,,0,0
minecraft:overworld,-5,1,-156,54,1661856,null,,,0,,0,0
minecraft:overworld,-5,1,-156,55,1414171,null,,,0,,0,0
minecraft:overworld,-5,1,-156,56,1128498,null,,,0,,0,0
minecraft:overworld,-5,1,-156,57,1268205,null,,,0,,0,0
minecraft:overworld,-5,1,-156,58,700620,null,,,0,,0,0
minecraft:overworld,-5,1,-156,59,287839,null,,,0,,0,0
minecraft:overworld,-5,1,-156,60,127597,null,,,0,,0,0
minecraft:overworld,-5,1,-156,61,229326,null,,,0,,0,0
minecraft:overworld,-5,1,-156,62,622,null,,,0,,0,0
minecraft:overworld,-5,1,-155,32,14295,null,,,0,,0,0
minecraft:overworld,-5,1,-155,33,16164,null,,,0,,0,0
minecraft:overworld,-5,1,-155,34,23195,null,,,0,,0,0
minecraft:overworld,-5,1,-155,35,81734,null,,,0,,0,0
minecraft:overworld,-5,1,-155,36,611894,null,,,0,,0,0
minecraft:overworld,-5,1,-155,37,1027510,null,,,0,,0,0
minecraft:overworld,-5,1,-155,38,890632,null,,,0,,0,0
minecraft:overworld,-5,1,-155,39,110918,null,,,0,,0,0
minecraft:overworld,-5,1,-155,40,374271,null,,,0,,0,0
minecraft:overworld,-5,1,-155,41,1560403,null,,,0,,0,0
minecraft:overworld,-5,1,-155,42,1780378,null,,,0,,0,0
minecraft:overworld,-5,1,-155,43,2467148,null,,,0,,0,0
minecraft:overworld,-5,1,-155,44,2606142,null,,,0,,0,0
minecraft:overworld,-5,1,-155,45,2816851,null,,,0,,0,0
minecraft:overworld,-5,1,-155,46,1287486,null,,,0,,0,0
minecraft:overworld,-5,1,-155,47,2278376,null,,,0,,0,0
minecraft:overworld,-5,1,-155,48,2815962,null,,,0,,0,0
minecraft:overworld,-5,1,-155,49,2200869,null,,,0,,0,0
minecraft:overworld,-5,1,-155,50,4286736,null,,,0,,0,0
minecraft:overworld,-5,1,-155,51,4488539,null,,,0,,0,0
minecraft:overworld,-5,1,-155,52,4215836,null,,,0,,0,0
minecraft:overworld,-5,1,-155,53,2675299,null,,,0,,0,0
minecraft:overworld,-5,1,-155,54,1277060,null,,,0,,0,0
minecraft:overworld,-5,1,-155,55,877309,null,,,0,,0,0
minecraft:overworld,-5,1,-155,56,1454015,null,,,0,,0,0
minecraft:overworld,-5,1,-155,57,1237608,null,,,0,,0,0
minecraft:overworld,-5,1,-155,58,627821,null,,,0,,0,0
minecraft:overworld,-5,1,-155,59,426249,null,,,0,,0,0
minecraft:overworld,-5,1,-155,60,1525,null,,,0,,0,0
minecraft:overworld,-5,1,-155,61,156153,null,,,0,,0,0
minecraft:overworld,-5,1,-155,62,70985,null,,,0,,0,0
minecraft:overworld,-5,1,-154,32,14233,null,,,0,,0,0
minecraft:overworld,-5,1,-154,33,21508,null,,,0,,0,0
minecraft:overworld,-5,1,-154,34,17913,null,,,0,,0,0
minecraft:overworld,-5,1,-154,35,51665,null,,,0,,0,0
minecraft:overworld,-5,1,-154,36,114395,null,,,0,,0,0
minecraft:overworld,-5,1,-154,37,425298,null,,,0,,0,0
minecraft:overworld,-5,1,-154,38,528510,null,,,0,,0,0
minecraft:overworld,-5,1,-154,39,400137,null,,,0,,0,0
minecraft:overworld,-5,1,-154,40,109279,null,,,0,,0,0
minecraft:overworld,-5,1,-154,41,1299255,null,,,0,,0,0
minecraft:overworld,-5,1,-154,42,1043617,null,,,0,,0,0
minecraft:overworld,-5,1,-154,43,387723,null,,,0,,0,0
minecraft:overworld,-5,1,-154,44,2336308,null,,,0,,0,0
minecraft:overworld,-5,1,-154,45,2312798,null,,,0,,0,0
minecraft:overworld,-5,1,-154,46,1057580,null,,,0,,0,0
minecraft:overworld,-5,1,-154,47,2158020,null,,,0,,0,0
minecraft:overworld,-5,1,-154,48,3682626,null,,,0,,0,0
minecraft:overworld,-5,1,-154,49,2958137,null,,,0,,0,0
minecraft:overworld,-5,1,-154,50,2356037,null,,,0,,0,0
minecraft:overworld,-5,1,-154,51,2361190,null,,,0,,0,0
minecraft:overworld,-5,1,-154,52,1969321,null,,,0,,0,0
minecraft:overworld,-5,1,-154,53,1851804,null,,,0,,0,0
minecraft:overworld,-5,1,-154,54,1616441,null,,,0,,0,0
minecraft:overworld,-5,1,-154,55,1307516,null,,,0,,0,0
minecraft:overworld,-5,1,-154,56,1195836,null,,,0,,0,0
minecraft:overworld,-5,1,-154,57,1040059,null,,,0,,0,0
minecraft:overworld,-5,1,-154,58,837930,null,,,0,,0,0
minecraft:overworld,-5,1,-154,59,597629,null,,,0,,0,0
minecraft:overworld,-5,1,-154,60,276066,null,,,0,,0,0
minecraft:overworld,-5,1,-154,61,81869,null,,,0,,0,0
minecraft:overworld,-5,1,-154,62,67447,null,,,0,,0,0
minecraft:overworld,-5,1,-153,32,11964,null,,,0,,0,0
minecraft:overworld,-5,1,-153,33,4266,null,,,0,,0,0
minecraft:overworld,-5,1,-153,34,539,null,,,0,,0,0
minecraft:overworld,-5,1,-153,35,6560,null,,,0,,0,0
minecraft:overworld,-5,1,-153,36,12245,null,,,0,,0,0
minecraft:overworld,-5,1,-153,37,5029,null,,,0,,0,0
minecraft:overworld,-5,1,-153,38,6064,null,,,0,,0,0
minecraft:overworld,-5,1,-153,39,62319,null,,,0,,0,0
minecraft:overworld,-5,1,-153,40,8189,null,,,0,,0,0
minecraft:overworld,-5,1,-153,41,23389,null,,,0,,0,0
minecraft:overworld,-5,1,-153,42,41984,null,,,0,,0,0
minecraft:overworld,-5,1,-153,43,343950,null,,,0,,0,0
minecraft:overworld,-5,1,-153,44,612657,null,,,0,,0,0
minecraft:overworld,-5,1,-153,45,509462,null,,,0,,0,0
